Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
147,1.996,,,,564.3308,188780,-1,Negative,Lysophophatidylcholine,LPC 18:2/0:0,,C26H50NO7P,519.3325,(M+CHO2)-,564.3307,0.1,0.1,96.68,LPC 18:2,1,LPC 18:2,100.0
148,7.423,,,,924.5627,185920,-1,Negative,,,,,925.5699,(M-H)-,,,,,,
149,7.012,,,,736.4922,184544,-1,Negative,Phosphatidylethanolamine,PE 16:1_20:4,,C41H72NO8P,737.4996,(M-H)-,736.4923,-0.1,0.1,94.52,PE 36:5,1,PE 16:1/20:4,100.0
150,7.359,,,,859.5346,184332,-1,Negative,Phosphatidylinositol,PI 16:0_20:3,,C45H81O13P,860.5415,(M-H)-,859.5342,0.5,0.5,96.78,PI 36:3,2,PI 16:0/20:3,61.2
151,8.156,,,,797.6044,182011,-1,Negative,Phosphatidylcholine,PC 15:0_18:1(d7),,C41H73[2H]7NO8P,752.6061,(M+CHO2)-,797.6043,0.2,0.2,90.55,PC 33:1(d7),1,PC__d 15:0/18:1+D7,100.0
152,8.581,,,,582.5105,177950,-1,Negative,,,,,583.5177,(M-H)-,,,,,,
153,2.773,,,,573.3904,177215,-1,Negative,Lysophophatidylcholine,LPC 18:1/0:0(d7),,C26H45[2H]7NO7P,528.3921,(M+CHO2)-,573.3903,0.1,0.1,92.04,LPC 18:1(d7),1,LPC__d 18:1+D7,100.0
154,1.828,,,,500.2784,176786,-1,Negative,Lysophosphatidylethanolamine,LPE 20:4,,C25H44NO7P,501.2855,(M-H)-,500.2783,0.3,0.3,96.56,LPE 20:4,1,LPE 20:4,100.0
155,9.748,,,,794.5707,175838,-1,Negative,Phosphatidylethanolamine,PE 20:0_20:4,,C45H82NO8P,795.5778,(M-H)-,794.5705,0.2,0.2,92.83,PE 40:4,3,PE 20:0/20:4,74.4
156,0.574,,,,498.2897,175135,-1,Negative,,,,,499.2969,(M-H)-,,,,,,
157,0.578,,,,277.0739,174493,-1,Negative,,,,,278.0812,(M-H)-,,,,,,
158,13.076,,,,1473.9798,169731,-1,Negative,Cardiolipin,CL 74:9,,C83H144O17P2,1474.9879,(M-H)-,1473.9806,-0.5,0.5,91.21,CL 74:9,69,,
159,9.526,,,,794.5705,168596,-1,Negative,Phosphatidylethanolamine,PE 18:0_22:4,,C45H82NO8P,795.5778,(M-H)-,794.5705,0.0,0.0,90.62,PE 40:4,3,PE 18:0/22:4,53.9
160,11.486,,,,924.6759,168494,-1,Negative,,,,,925.6832,(M-H)-,,,,,,
161,2.555,,,,566.3464,168328,-1,Negative,Lysophophatidylcholine,LPC 18:1/0:0,,C26H52NO7P,521.3481,(M+CHO2)-,566.3463,0.2,0.2,98.46,LPC 18:1,1,LPC 18:1,100.0
162,6.805,,,,832.5132,167672,-1,Negative,Phosphatidylserine,PS 18:1_22:6,,C46H76NO10P,833.5207,(M-H)-,832.5134,-0.2,0.2,76.86,PS 40:7,1,PS 18:1/22:6,100.0
163,9.164,,,,780.5551,165084,-1,Negative,Phosphatidylethanolamine,PE 19:0_20:4,,C44H80NO8P,781.5622,(M-H)-,780.5549,0.3,0.3,90.94,PE 39:4,1,PE 19:0/20:4,100.0
164,8.820,,,,792.5550,164892,-1,Negative,Phosphatidylethanolamine,PE 20:1_20:4,,C45H80NO8P,793.5622,(M-H)-,792.5549,0.1,0.1,81.31,PE 40:5,2,PE 20:1/20:4,77.5
165,7.145,,,,779.4865,163560,-1,Negative,,,,,780.4938,(M-H)-,,,,,,
166,2.907,,,,478.2940,162660,-1,Negative,Lysophosphatidylethanolamine,LPE 18:1,,C23H46NO7P,479.3012,(M-H)-,478.2939,0.2,0.2,97.34,LPE 18:1,1,LPE 18:1,100.0
167,8.703,,,,838.5602,161700,-1,Negative,Phosphatidylserine,PS 18:0_22:4,,C46H82NO10P,839.5676,(M-H)-,838.5604,-0.2,0.2,86.75,PS 40:4,3,PS 18:0/22:4,48.4
168,10.238,,,,1482.9049,161104,-1,Negative,,,,,1483.9122,(M-H)-,,,,,,
169,1.666,,,,612.3308,159645,-1,Negative,Lysophophatidylcholine,LPC 22:6/0:0,,C30H50NO7P,567.3325,(M+CHO2)-,612.3307,0.2,0.2,92.39,LPC 22:6,1,LPC 22:6,100.0
170,7.395,,,,808.5137,159564,-1,Negative,Phosphatidylserine,PS 18:0_20:5,,C44H76NO10P,809.5207,(M-H)-,808.5134,0.3,0.3,87.26,PS 38:5,3,PS 18:0/20:5,42.7
171,4.393,,,,255.2331,158881,-1,Negative,Free fatty acid,FA 16:0,,C16H32O2,256.2402,(M-H)-,255.2330,0.6,0.6,97.69,FA 16:0,1,FA 16:0,100.0
172,7.713,,,,776.5452,157630,-1,Negative,Phosphatidylcholine,PC 16:0_16:1,,C40H78NO8P,731.5465,(M+CHO2)-,776.5447,0.6,0.6,96.24,PC 32:1,3,PC 16:0/16:1,69.1
173,9.599,,,,678.5290,156301,-1,Negative,,,,,679.5363,(M-H)-,,,,,,
174,1.101,,,,265.1481,155760,-1,Negative,,,,,266.1554,(M-H)-,,,,,,
175,10.534,,,,732.5760,152783,-1,Negative,,,,,733.5833,(M-H)-,,,,,,
176,11.129,,,,859.6911,152731,-1,Negative,Sphingomyelin,SM d42:1,,C47H95N2O6P,814.6928,(M+CHO2)-,859.6910,0.1,0.1,84.22,SM d42:1,33,,
177,8.668,,,,928.5918,152477,-1,Negative,,,,,929.5991,(M-H)-,,,,,,
178,9.637,,,,803.6284,148020,-1,Negative,Sphingomyelin,SM d38:1,,C43H87N2O6P,758.6302,(M+CHO2)-,803.6284,0.0,0.0,98.47,SM d38:1,25,,
179,14.363,,,,1403.9964,145732,-1,Negative,Cardiolipin,CL 68:2,,C77H146O17P2,1405.0035,(M-H)-,1403.9962,0.1,0.1,87.12,CL 68:2,9,,
180,12.054,,,,684.6066,144989,-1,Negative,,,,,685.6139,(M-H)-,,,,,,
181,10.903,,,,652.5886,141256,-1,Negative,,,,,653.5959,(M-H)-,,,,,,
182,10.072,,,,817.6442,140936,-1,Negative,Sphingomyelin,SM d39:1,,C44H89N2O6P,772.6458,(M+CHO2)-,817.6440,0.2,0.2,95.45,SM d39:1,27,,
183,12.954,,,,723.4794,139805,-2,Negative,,,,,1448.9734,(M-2H)-2,,,,,,
184,7.633,,,,747.5662,139508,-1,Negative,Sphingomyelin,SM d34:1,,C39H79N2O6P,702.5676,(M+CHO2)-,747.5658,0.6,0.6,98.04,SM d34:1,17,,
185,2.579,,,,1035.6631,139221,-1,Negative,,,,,1036.6704,(M-H)-,,,,,,
186,13.769,,,,1425.9803,139114,-1,Negative,Cardiolipin,CL 70:5,,C79H144O17P2,1426.9879,(M-H)-,1425.9806,-0.2,0.2,91.91,CL 70:5,70,,
187,9.884,,,,868.6128,137300,-1,Negative,,,,,869.6201,(M-H)-,,,,,,
188,5.931,,,,604.4617,136318,-1,Negative,,,,,605.4690,(M-H)-,,,,,,
189,9.534,,,,806.5916,135858,-1,Negative,Phosphatidylcholine,PC 16:0_18:0,,C42H84NO8P,761.5935,(M+CHO2)-,806.5917,-0.1,0.1,91.92,PC 34:0,1,PC 16:0/18:0,100.0
190,9.980,,,,843.6595,135621,-1,Negative,Sphingomyelin,SM d41:2,,C46H91N2O6P,798.6615,(M+CHO2)-,843.6597,-0.2,0.2,91.98,SM d41:2,37,,
191,10.499,,,,706.5604,133857,-1,Negative,,,,,707.5677,(M-H)-,,,,,,
192,1.722,,,,524.2783,131214,-1,Negative,Lysophosphatidylethanolamine,LPE 22:6,,C27H44NO7P,525.2855,(M-H)-,524.2783,0.1,0.1,82.77,LPE 22:6,1,LPE 22:6,100.0
193,11.505,,,,694.6354,131177,-1,Negative,Ceramide non-hydroxyfatty acid-dihydrosphingosine,Cer_NDS d18:0_24:1,,C42H83NO3,649.6373,(M+CHO2)-,694.6355,-0.2,0.2,82.43,Cer_NDS d42:1,1,Cer_NDS d18:0/24:1,100.0
194,2.327,,,,540.3307,130655,-1,Negative,Lysophophatidylcholine,LPC 16:0/0:0,,C24H50NO7P,495.3325,(M+CHO2)-,540.3307,0.1,0.1,97.85,LPC 16:0,1,LPC 16:0,100.0
195,2.557,,,,473.2827,130640,-1,Negative,,,,,474.2899,(M-H)-,,,,,,
196,10.367,,,,732.5762,130387,-1,Negative,,,,,733.5835,(M-H)-,,,,,,
197,8.860,,,,863.5659,129904,-1,Negative,Phosphatidylinositol,PI 18:0_18:1,,C45H85O13P,864.5728,(M-H)-,863.5655,0.5,0.5,94.38,PI 36:1,1,PI 18:0/18:1,100.0
198,9.248,,,,776.5598,128093,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:0e_22:6,,C45H80NO7P,777.5672,(M-H)-,776.5600,-0.2,0.2,92.56,EtherPE 40:6e,3,EtherPE 18:0e/22:6,64.3
199,6.863,,,,774.5289,127366,-1,Negative,Phosphatidylcholine,PC 32:2,,C40H76NO8P,729.5309,(M+CHO2)-,774.5291,-0.2,0.2,94.98,PC 32:2,3,,
200,11.492,,,,762.6229,127328,-1,Negative,,,,,763.6302,(M-H)-,,,,,,
201,9.367,,,,726.5443,126643,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:2e_18:1,,C41H78NO7P,727.5516,(M-H)-,726.5443,-0.1,0.1,97.35,EtherPE 36:3e,1,EtherPE 18:2e/18:1,100.0
202,7.211,,,,758.4979,126107,-1,Negative,Phosphatidylserine,PS 16:0_18:2,,C40H74NO10P,759.5050,(M-H)-,758.4978,0.1,0.1,85.98,PS 34:2,3,PS 16:0/18:2,60.0
203,8.684,,,,766.5391,125952,-1,Negative,,,,,767.5464,(M-H)-,,,,,,
204,6.137,,,,574.4511,125287,-1,Negative,,,,,575.4584,(M-H)-,,,,,,
205,4.480,,,,669.5785,121623,-1,Negative,,,,,670.5858,(M-H)-,,,,,,
206,10.963,,,,746.5916,118702,-1,Negative,,,,,747.5988,(M-H)-,,,,,,
207,7.144,,,,769.5023,118555,-1,Negative,Phosphatidylglycerol,PG 16:0_20:4,,C42H75O10P,770.5098,(M-H)-,769.5025,-0.2,0.2,79.28,PG 36:4,1,PG 16:0/20:4,100.0
208,8.351,,,,816.5759,117790,-1,Negative,Phosphatidylcholine,PC 17:0_18:2,,C43H82NO8P,771.5778,(M+CHO2)-,816.5760,-0.2,0.2,94.24,PC 35:2,3,PC 17:0/18:2,50.6
209,7.735,,,,850.5613,116573,-1,Negative,Phosphatidylcholine,PC 16:0_22:6,,C46H80NO8P,805.5622,(M+CHO2)-,850.5604,1.1,1.1,73.03,PC 38:6,3,PC 16:0/22:6,63.0
210,6.432,,,,898.5603,115772,-1,Negative,,,,,899.5676,(M-H)-,,,,,,
211,6.843,,,,632.4926,115714,-1,Negative,,,,,633.4999,(M-H)-,,,,,,
212,9.601,,,,855.6595,115514,-1,Negative,Sphingomyelin,SM d42:3,,C47H91N2O6P,810.6615,(M+CHO2)-,855.6597,-0.3,0.3,95.74,SM d42:3,40,,
213,0.587,,,,201.0578,115482,-1,Negative,,,,,202.0651,(M-H)-,,,,,,
214,12.646,,,,1495.9641,114549,-1,Negative,Cardiolipin,CL 76:12,,C85H142O17P2,1496.9722,(M-H)-,1495.9649,-0.6,0.6,93.71,CL 76:12,66,,
215,0.573,,,,598.2460,114101,-1,Negative,,,,,599.2532,(M-H)-,,,,,,
216,7.202,,,,849.5649,113841,-1,Negative,,,,,850.5722,(M-H)-,,,,,,
217,8.849,,,,913.5816,113116,-1,Negative,Phosphatidylinositol,PI 20:0_20:4,,C49H87O13P,914.5884,(M-H)-,913.5812,0.5,0.5,97.06,PI 40:4,1,PI 20:0/20:4,100.0
218,10.916,,,,720.5759,112261,-1,Negative,,,,,721.5831,(M-H)-,,,,,,
219,8.397,,,,836.5445,112162,-1,Negative,Phosphatidylserine,PS 18:0_22:5,,C46H80NO10P,837.5520,(M-H)-,836.5447,-0.2,0.2,79.63,PS 40:5,1,PS 18:0/22:5,100.0
220,7.192,,,,774.5079,112117,-1,Negative,Phosphatidylethanolamine,PE 17:1_22:6,,C44H74NO8P,775.5152,(M-H)-,774.5079,0.0,0.0,93.00,PE 39:7,1,PE 17:1/22:6,100.0
221,7.189,,,,602.4824,111673,-1,Negative,,,,,603.4896,(M-H)-,,,,,,
222,8.381,,,,766.5390,111292,-1,Negative,Phosphatidylethanolamine,PE 18:1_20:3,,C43H78NO8P,767.5465,(M-H)-,766.5392,-0.3,0.3,93.01,PE 38:4,1,PE 18:1/20:3,100.0
223,9.114,,,,818.5915,111124,-1,Negative,Phosphatidylcholine,PC 17:0_18:1,,C43H84NO8P,773.5935,(M+CHO2)-,818.5917,-0.2,0.2,94.11,PC 35:1,3,PC 17:0/18:1,42.9
224,9.661,,,,858.6229,110331,-1,Negative,Phosphatidylcholine,PC 18:0_20:2,,C46H88NO8P,813.6248,(M+CHO2)-,858.6230,-0.1,0.1,92.30,PC 38:2,3,PC 18:0/20:2,50.5
225,3.897,,,,329.2487,110161,-1,Negative,,,,,330.2560,(M-H)-,,,,,,
226,14.167,,,,1427.9954,110039,-1,Negative,Cardiolipin,CL 70:4,,C79H146O17P2,1429.0035,(M-H)-,1427.9962,-0.6,0.6,90.82,CL 70:4,29,,
227,8.032,,,,852.5756,110034,-1,Negative,Phosphatidylcholine,PC 18:0_20:5,,C46H82NO8P,807.5778,(M+CHO2)-,852.5760,-0.4,0.4,87.24,PC 38:5,4,PC 18:0/20:5,54.6
228,2.732,,,,557.2369,109896,-1,Negative,,,,,558.2442,(M-H)-,,,,,,
229,7.555,,,,740.5463,109684,-1,Negative,Phosphatidylglycerol,PG 15:0_18:1(d7),,C39H68[2H]7O10P,741.5537,(M-H)-,740.5464,-0.3,0.3,76.87,PG 33:1(d7),1,PG__d 15:0/18:1+D7,100.0
230,0.883,,,,407.2805,109212,-1,Negative,,,,,408.2878,(M-H)-,,,,,,
231,0.493,,,,267.0738,108879,-1,Negative,,,,,268.0811,(M-H)-,,,,,,
232,5.683,,,,665.4400,108670,-1,Negative,Phosphatidylglycerol,PG 14:0_14:0,,C34H67O10P,666.4472,(M-H)-,665.4399,0.1,0.1,91.40,PG 28:0,1,PG 14:0/14:0,100.0
233,7.166,,,,895.5341,107824,-1,Negative,Phosphatidylinositol,PI 17:0_22:6,,C48H81O13P,896.5415,(M-H)-,895.5342,-0.2,0.2,95.89,PI 39:6,1,PI 17:0/22:6,100.0
234,6.451,,,,824.5443,106991,-1,Negative,Phosphatidylcholine,PC 18:2_18:3,,C44H78NO8P,779.5465,(M+CHO2)-,824.5447,-0.5,0.5,95.94,PC 36:5,2,PC 18:2/18:3,79.6
235,7.414,,,,885.5500,106397,-1,Negative,Phosphatidylinositol,PI 18:1_20:3,,C47H83O13P,886.5571,(M-H)-,885.5499,0.2,0.2,95.99,PI 38:4,1,PI 18:1/20:3,100.0
236,3.756,,,,1091.7256,105860,-1,Negative,,,,,1092.7329,(M-H)-,,,,,,
237,9.185,,,,790.5967,105606,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:1e_16:0,,C42H84NO7P,745.5985,(M+CHO2)-,790.5967,0.0,0.0,90.98,EtherPC 34:1e,3,EtherPC 18:1e/16:0,60.7
238,6.300,,,,848.5447,105476,-1,Negative,Phosphatidylcholine,PC 18:2_20:5,,C46H78NO8P,803.5465,(M+CHO2)-,848.5447,0.0,0.0,94.71,PC 38:7,2,PC 18:2/20:5,69.4
239,13.466,,,,1475.9951,105269,-1,Negative,Cardiolipin,CL 74:8,,C83H146O17P2,1477.0035,(M-H)-,1475.9962,-0.8,0.8,85.67,CL 74:8,93,,
240,5.530,,,,409.3112,105158,-1,Negative,,,,,410.3185,(M-H)-,,,,,,
241,8.552,,,,913.5813,104362,-1,Negative,Phosphatidylinositol,PI 18:0_22:4,,C49H87O13P,914.5884,(M-H)-,913.5812,0.1,0.1,96.74,PI 40:4,1,PI 18:0/22:4,100.0
242,9.392,,,,878.6033,104315,-1,Negative,,,,,879.6106,(M-H)-,,,,,,
243,9.522,,,,726.5441,103937,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_18:2,,C41H78NO7P,727.5516,(M-H)-,726.5443,-0.3,0.3,89.77,EtherPE 36:3e,1,EtherPE 18:1e/18:2,100.0
244,9.542,,,,829.6438,103643,-1,Negative,Sphingomyelin,SM d40:2,,C45H89N2O6P,784.6458,(M+CHO2)-,829.6440,-0.2,0.2,94.96,SM d40:2,35,,
245,9.259,,,,844.6072,103585,-1,Negative,Phosphatidylcholine,PC 19:0_18:2,,C45H86NO8P,799.6091,(M+CHO2)-,844.6073,-0.1,0.1,95.40,PC 37:2,3,PC 19:0/18:2,68.0
246,6.527,,,,795.5181,103340,-1,Negative,Phosphatidylglycerol,PG 18:1_20:4,,C44H77O10P,796.5254,(M-H)-,795.5182,0.0,0.0,82.55,PG 38:5,1,PG 18:1/20:4,100.0
247,8.184,,,,790.5601,101486,-1,Negative,Phosphatidylcholine,PC 16:0_17:1,,C41H80NO8P,745.5622,(M+CHO2)-,790.5604,-0.3,0.3,91.47,PC 33:1,4,PC 16:0/17:1,48.8
248,4.954,,,,736.5191,98070,-1,Negative,,,,,737.5263,(M-H)-,,,,,,
249,7.152,,,,719.4866,97797,-1,Negative,Phosphatidylglycerol,PG 16:0_16:1,,C38H73O10P,720.4941,(M-H)-,719.4869,-0.3,0.3,80.80,PG 32:1,2,PG 16:0/16:1,58.3
250,6.532,,,,618.4772,96833,-1,Negative,,,,,619.4845,(M-H)-,,,,,,
251,6.263,,,,618.4772,96535,-1,Negative,,,,,619.4845,(M-H)-,,,,,,
252,10.197,,,,906.6343,96244,-1,Negative,,,,,907.6416,(M-H)-,,,,,,
253,6.281,,,,574.4511,94856,-1,Negative,,,,,575.4584,(M-H)-,,,,,,
254,10.552,,,,772.5862,92858,-1,Negative,Phosphatidylethanolamine,PE 18:0_20:1,,C43H84NO8P,773.5935,(M-H)-,772.5862,0.0,0.0,89.60,PE 38:1,3,PE 18:0/20:1,63.3
255,6.518,,,,822.5292,92393,-1,Negative,,,,,823.5365,(M-H)-,,,,,,
256,10.164,,,,872.6830,92080,-1,Negative,,,,,873.6903,(M-H)-,,,,,,
257,11.538,,,,748.6072,91669,-1,Negative,,,,,749.6145,(M-H)-,,,,,,
258,11.693,,,,670.5911,91171,-1,Negative,,,,,671.5984,(M-H)-,,,,,,
259,8.169,,,,840.5760,90290,-1,Negative,Phosphatidylcholine,PC 17:0_20:4,,C45H82NO8P,795.5778,(M+CHO2)-,840.5760,0.0,0.0,90.35,PC 37:4,1,PC 17:0/20:4,100.0
260,10.081,,,,624.5573,89689,-1,Negative,,,,,625.5646,(M-H)-,,,,,,
261,8.519,,,,816.5548,89245,-1,Negative,Phosphatidylethanolamine,PE 20:1_22:6,,C47H80NO8P,817.5622,(M-H)-,816.5549,-0.1,0.1,65.87,PE 42:7,2,PE 20:1/22:6,78.3
262,7.263,,,,820.5133,88996,-1,Negative,Phosphatidylserine,PS 17:0_22:6,,C45H76NO10P,821.5207,(M-H)-,820.5134,-0.1,0.1,78.14,PS 39:6,2,PS 17:0/22:6,70.2
263,4.492,,,,596.3932,88486,-1,Negative,Lysophophatidylcholine,LPC 20:0/0:0,,C28H58NO7P,551.3951,(M+CHO2)-,596.3933,-0.2,0.2,93.52,LPC 20:0,1,LPC 20:0,100.0
264,0.715,,,,405.2648,87996,-1,Negative,,,,,406.2720,(M-H)-,,,,,,
265,12.048,,,,711.6255,87327,-1,Negative,,,,,712.6327,(M-H)-,,,,,,
266,6.821,,,,804.5203,86828,-1,Negative,,,,,805.5276,(M-H)-,,,,,,
267,11.168,,,,731.6305,86500,-1,Negative,,,,,732.6378,(M-H)-,,,,,,
268,0.683,,,,269.1396,86493,-1,Negative,,,,,270.1469,(M-H)-,,,,,,
269,8.119,,,,776.5235,86039,-1,Negative,Phosphatidylethanolamine,PE 17:0_22:6,,C44H76NO8P,777.5309,(M-H)-,776.5236,-0.1,0.1,80.26,PE 39:6,1,PE 17:0/22:6,100.0
270,11.510,,,,680.6199,85978,-1,Negative,,,,,681.6272,(M-H)-,,,,,,
271,7.461,,,,950.5763,85949,-1,Negative,,,,,951.5836,(M-H)-,,,,,,
272,0.593,,,,496.2741,85853,-1,Negative,,,,,497.2814,(M-H)-,,,,,,
273,8.414,,,,828.5759,85375,-1,Negative,Phosphatidylcholine,PC 16:0_20:3,,C44H82NO8P,783.5778,(M+CHO2)-,828.5760,-0.1,0.1,91.65,PC 36:3,2,PC 16:0/20:3,77.8
274,0.706,,,,453.2858,85023,-1,Negative,,,,,454.2931,(M-H)-,,,,,,
275,9.073,,,,1486.0852,83504,-1,Negative,,,,,1487.0925,(M-H)-,,,,,,
276,9.602,,,,692.3400,83022,-1,Negative,,,,,693.3472,(M-H)-,,,,,,
277,8.356,,,,952.5919,82744,-1,Negative,,,,,953.5991,(M-H)-,,,,,,
278,8.718,,,,775.5969,82741,-1,Negative,Sphingomyelin,SM d36:1,,C41H83N2O6P,730.5989,(M+CHO2)-,775.5971,-0.3,0.3,98.74,SM d36:1,21,,
279,13.831,,,,1478.0106,82266,-1,Negative,Cardiolipin,CL 74:7,,C83H148O17P2,1479.0192,(M-H)-,1478.0119,-0.9,0.9,92.47,CL 74:7,34,,
280,7.706,,,,859.5345,82165,-1,Negative,Phosphatidylinositol,PI 16:0_20:3,,C45H81O13P,860.5415,(M-H)-,859.5342,0.3,0.3,79.22,PI 36:3,2,PI 16:0/20:3,56.4
281,9.665,,,,829.6439,82151,-1,Negative,Sphingomyelin,SM d40:2,,C45H89N2O6P,784.6458,(M+CHO2)-,829.6440,-0.1,0.1,89.60,SM d40:2,35,,
282,8.201,,,,816.5759,81994,-1,Negative,Phosphatidylcholine,PC 35:2,,C43H82NO8P,771.5778,(M+CHO2)-,816.5760,-0.2,0.2,95.33,PC 35:2,2,,
283,1.931,,,,571.2889,81918,-1,Negative,Lysophosphatidylinositol,LPI 16:0,,C25H49O12P,572.2962,(M-H)-,571.2889,0.0,0.0,88.93,LPI 16:0,1,LPI 16:0,100.0
284,9.851,,,,1468.8885,81813,-1,Negative,,,,,1469.8958,(M-H)-,,,,,,
285,7.150,,,,847.5491,80893,-1,Negative,Phosphatidylglycerol,PG 20:1_22:6,,C48H81O10P,848.5567,(M-H)-,847.5495,-0.4,0.4,75.19,PG 42:7,3,PG 20:1/22:6,54.5
286,10.046,,,,692.5447,80319,-1,Negative,,,,,693.5519,(M-H)-,,,,,,
287,9.122,,,,889.5810,80239,-1,Negative,Phosphatidylinositol,PI 18:0_20:2,,C47H87O13P,890.5884,(M-H)-,889.5812,-0.1,0.1,95.99,PI 38:2,1,PI 18:0/20:2,100.0
288,9.039,,,,750.5442,79264,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_22:4,,C43H78NO7P,751.5516,(M-H)-,750.5443,-0.1,0.1,91.46,EtherPE 38:5e,1,EtherPE 16:1e/22:4,100.0
289,11.284,,,,748.4025,78911,-1,Negative,,,,,749.4098,(M-H)-,,,,,,
290,8.772,,,,748.5285,77454,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 38:6e,,C43H76NO7P,749.5359,(M-H)-,748.5287,-0.2,0.2,90.67,EtherPE 38:6e,5,,
291,7.517,,,,790.5388,77376,-1,Negative,Phosphatidylethanolamine,PE 18:0_22:6,,C45H78NO8P,791.5465,(M-H)-,790.5392,-0.6,0.6,93.15,PE 40:6,1,PE 18:0/22:6,100.0
292,2.149,,,,471.2669,77375,-1,Negative,,,,,472.2742,(M-H)-,,,,,,
293,8.448,,,,854.5914,75677,-1,Negative,Phosphatidylcholine,PC 18:0_20:4,,C46H84NO8P,809.5935,(M+CHO2)-,854.5917,-0.3,0.3,94.80,PC 38:4,3,PC 18:0/20:4,43.2
294,10.769,,,,778.6177,75347,-1,Negative,,,,,779.6249,(M-H)-,,,,,,
295,7.468,,,,897.5500,75249,-1,Negative,Phosphatidylinositol,PI 19:1_20:4,,C48H83O13P,898.5571,(M-H)-,897.5499,0.1,0.1,96.22,PI 39:5,1,PI 19:1/20:4,100.0
296,9.912,,,,778.5752,74450,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_22:4,,C45H82NO7P,779.5829,(M-H)-,778.5756,-0.5,0.5,96.03,EtherPE 40:5e,3,EtherPE 18:1e/22:4,75.7
297,11.394,,,,760.6071,74057,-1,Negative,,,,,761.6144,(M-H)-,,,,,,
298,9.729,,,,770.5703,73761,-1,Negative,Phosphatidylethanolamine,PE 18:1_20:1,,C43H82NO8P,771.5778,(M-H)-,770.5705,-0.3,0.3,93.21,PE 38:2,3,PE 18:1/20:1,63.4
299,10.509,,,,844.6516,73185,-1,Negative,,,,,845.6588,(M-H)-,,,,,,
300,11.579,,,,668.6196,73097,-1,Negative,,,,,669.6269,(M-H)-,,,,,,
301,10.159,,,,840.6568,72981,-1,Negative,Hexosylceramide non-hydroxyfatty acid-dihydrosphingosine,HexCer_NDS d41:2,,C47H89NO8,795.6588,(M+CHO2)-,840.6570,-0.3,0.3,94.60,HexCer_NDS d41:2,6,,
302,0.905,,,,498.9304,71984,-1,Negative,,,,,499.9377,(M-H)-,,,,,,
303,13.772,,,,1473.9776,71778,-1,Negative,Cardiolipin,CL 74:9,,C83H144O17P2,1474.9879,(M-H)-,1473.9806,-2.0,2.0,79.58,CL 74:9,28,,
304,7.849,,,,911.5652,71214,-1,Negative,Phosphatidylinositol,PI 40:5,,C49H85O13P,912.5728,(M-H)-,911.5655,-0.3,0.3,97.81,PI 40:5,2,,
305,0.734,,,,499.3066,71063,-1,Negative,,,,,500.3139,(M-H)-,,,,,,
306,6.422,,,,574.4510,70636,-1,Negative,,,,,575.4583,(M-H)-,,,,,,
307,3.586,,,,568.3620,70616,-1,Negative,Lysophophatidylcholine,LPC 18:0/0:0,,C26H54NO7P,523.3638,(M+CHO2)-,568.3620,0.0,0.0,97.64,LPC 18:0,1,LPC 18:0,100.0
308,12.834,,,,1395.9327,70604,-1,Negative,Cardiolipin,CL 68:6,,C77H138O17P2,1396.9409,(M-H)-,1395.9336,-0.6,0.6,91.17,CL 68:6,107,,
309,12.271,,,,708.6510,70237,-1,Negative,,,,,709.6582,(M-H)-,,,,,,
310,10.478,,,,720.3714,69741,-1,Negative,,,,,721.3787,(M-H)-,,,,,,
311,3.926,,,,719.5644,69398,-1,Negative,,,,,720.5717,(M-H)-,,,,,,
312,9.522,,,,756.5546,69264,-1,Negative,Phosphatidylethanolamine,PE 19:0_18:2,,C42H80NO8P,757.5622,(M-H)-,756.5549,-0.3,0.3,88.94,PE 37:2,1,PE 19:0/18:2,100.0
313,7.457,,,,894.5500,68616,-1,Negative,,,,,895.5572,(M-H)-,,,,,,
314,8.253,,,,911.5650,68495,-1,Negative,Phosphatidylinositol,PI 18:0_22:5,,C49H85O13P,912.5728,(M-H)-,911.5655,-0.6,0.6,97.24,PI 40:5,1,PI 18:0/22:5,100.0
315,6.420,,,,881.5183,68479,-1,Negative,Phosphatidylinositol,PI 18:2_20:4,,C47H79O13P,882.5258,(M-H)-,881.5186,-0.3,0.3,97.95,PI 38:6,2,PI 18:2/20:4,55.0
316,6.859,,,,821.5333,68275,-1,Negative,Phosphatidylglycerol,PG 18:1_22:5,,C46H79O10P,822.5411,(M-H)-,821.5338,-0.6,0.6,81.65,PG 40:6,1,PG 18:1/22:5,100.0
317,14.168,,,,1454.0108,67870,-1,Negative,Cardiolipin,CL 72:5,,C81H148O17P2,1455.0192,(M-H)-,1454.0119,-0.7,0.7,87.32,CL 72:5,34,,
